assembly	accession	serotype	segment	host	db_xref
GCA_038169255.1	CY009750	H3N2	6	Human	taxon:370517
GCA_038169255.1	CY009749	H3N2	7	Homo sapiens	taxon:370517
GCA_038169255.1	CY009752	H3N2	8	Human	taxon:370517
GCA_038237125.1	MK364868	H1N1	1	swine	taxon:11320
GCA_038237125.1	MK364869	H1N1	2	swine	taxon:11320
GCA_038237125.1	MK364870	H1N1	3	swine	taxon:11320
GCA_038237125.1	MK364871	H1N1	4	swine	taxon:11320
GCA_038237125.1	MK364872	H1N1	5	swine	taxon:11320
GCA_038237125.1	MK364873	H1N1	6	swine	taxon:11320
GCA_038237125.1	MK364874	H1N1	7	swine	taxon:11320
GCA_038237125.1	MK364875	H1N1	8	swine	taxon:11320
GCA_038167425.1	CY010667	H3N2	1	Human	taxon:375602
GCA_038167425.1	CY010666	H3N2	2	Human	taxon:375602
GCA_038167425.1	CY010665	H3N2	3	Human	taxon:375602
GCA_038167425.1	CY010660	H3N2	4	Human	taxon:375602
GCA_038167425.1	CY010663	H3N2	5	Human	taxon:375602
GCA_038167425.1	CY010662	H3N2	6	Human	taxon:375602
GCA_038167425.1	CY010661	H3N2	7	Homo sapiens	taxon:375602
GCA_038167425.1	CY010664	H3N2	8	Human	taxon:375602
GCA_038169115.1	CY112652	H3N2	1	human	taxon:1086990
GCA_038169115.1	CY112651	H3N2	2	human	taxon:1086990
GCA_038169115.1	CY112650	H3N2	3	human	taxon:1086990
GCA_038169115.1	CY112645	H3N2	4	human	taxon:1086990
GCA_038169115.1	CY112648	H3N2	5	human	taxon:1086990
GCA_038169115.1	CY112647	H3N2	6	human	taxon:1086990
GCA_038169115.1	CY112646	H3N2	7	human	taxon:1086990
GCA_038169115.1	CY112649	H3N2	8	human	taxon:1086990
GCA_038222855.1	CY088363	H3N2	1	human; gender M; age 14Y	taxon:999832
GCA_038222855.1	CY088364	H3N2	2	human; gender M; age 14Y	taxon:999832
GCA_038222855.1	CY088365	H3N2	3	human; gender M; age 14Y	taxon:999832
GCA_038222855.1	CY088366	H3N2	4	human; gender M; age 14Y	taxon:999832
GCA_038222855.1	CY088367	H3N2	5	human; gender M; age 14Y	taxon:999832
GCA_038222855.1	CY088368	H3N2	6	human; gender M; age 14Y	taxon:999832
GCA_038222855.1	CY088369	H3N2	7	human; gender M; age 14Y	taxon:999832
GCA_038222855.1	CY088370	H3N2	8	human; gender M; age 14Y	taxon:999832
GCA_038167175.1	CY012863	H1N1	1	Human	taxon:375620
GCA_038167175.1	CY012862	H1N1	2	Human	taxon:375620
GCA_038167175.1	CY012861	H1N1	3	Human	taxon:375620
GCA_038167175.1	CY012856	H1N1	4	Human	taxon:375620
GCA_038167175.1	CY012859	H1N1	5	Human	taxon:375620
GCA_038167175.1	CY012858	H1N1	6	Homo sapiens	taxon:375620
GCA_038167175.1	CY012857	H1N1	7	Human	taxon:375620
GCA_038167175.1	CY012860	H1N1	8	Human	taxon:375620
GCA_038221895.1	CY088251	H3N2	1	human; gender M; age <1Y	taxon:1000761
GCA_038221895.1	CY088252	H3N2	2	human; gender M; age <1Y	taxon:1000761
GCA_038221895.1	CY088253	H3N2	3	human; gender M; age <1Y	taxon:1000761
GCA_038221895.1	CY088254	H3N2	4	human; gender M; age <1Y	taxon:1000761
GCA_038221895.1	CY088255	H3N2	5	human; gender M; age <1Y	taxon:1000761
GCA_038221895.1	CY088256	H3N2	6	human; gender M; age <1Y	taxon:1000761
GCA_038221895.1	CY088257	H3N2	7	human; gender M; age <1Y	taxon:1000761
GCA_038221895.1	CY088258	H3N2	8	human; gender M; age <1Y	taxon:1000761
GCA_038220985.1	CY088275	H3N2	1	human; gender M; age <1Y	taxon:1000751
GCA_038220985.1	CY088276	H3N2	2	human; gender M; age <1Y	taxon:1000751
GCA_038220985.1	CY088277	H3N2	3	human; gender M; age <1Y	taxon:1000751
GCA_038220985.1	CY088278	H3N2	4	human; gender M; age <1Y	taxon:1000751
GCA_038220985.1	CY088279	H3N2	5	human; gender M; age <1Y	taxon:1000751
GCA_038220985.1	CY088280	H3N2	6	human; gender M; age <1Y	taxon:1000751
GCA_038220985.1	CY088281	H3N2	7	human; gender M; age <1Y	taxon:1000751
GCA_038220985.1	CY088282	H3N2	8	human; gender M; age <1Y	taxon:1000751
GCA_038167035.1	CY012879	H1N1	1	Human	taxon:375639
GCA_038167035.1	CY012878	H1N1	2	Human	taxon:375639
GCA_038167035.1	CY012877	H1N1	3	Human	taxon:375639
GCA_038167035.1	CY012872	H1N1	4	Human	taxon:375639
GCA_038167035.1	CY012875	H1N1	5	Human	taxon:375639
GCA_038167035.1	CY012874	H1N1	6	Human	taxon:375639
GCA_038167035.1	CY012873	H1N1	7	Human	taxon:375639
GCA_038167035.1	CY012876	H1N1	8	Human	taxon:375639
GCA_038220555.1	CY088355	H3N2	1	human	taxon:431871
GCA_038220555.1	CY088356	H3N2	2	human	taxon:431871
GCA_038220555.1	CY088357	H3N2	3	human	taxon:431871
GCA_038220555.1	CY088358	H3N2	4	human	taxon:431871
GCA_038220555.1	CY088359	H3N2	5	human	taxon:431871
GCA_038220555.1	CY088360	H3N2	6	human	taxon:431871
GCA_038220555.1	CY088361	H3N2	7	human	taxon:431871
GCA_038220555.1	CY088362	H3N2	8	human	taxon:431871
GCA_038166895.1	CY010827	H1N1	1	Human	taxon:375627
GCA_038166895.1	CY010826	H1N1	2	Human	taxon:375627
GCA_038166895.1	CY010825	H1N1	3	Human	taxon:375627
GCA_038166895.1	CY010820	H1N1	4	Human	taxon:375627
GCA_038166895.1	CY010823	H1N1	5	Human	taxon:375627
GCA_038166895.1	CY010822	H1N1	6	Human	taxon:375627
GCA_038166895.1	CY010821	H1N1	7	Human	taxon:375627
GCA_038166895.1	CY010824	H1N1	8	Human	taxon:375627
GCA_038166105.1	CY017290	H3N2	1	Human	taxon:383021
GCA_038166105.1	CY017289	H3N2	2	Human	taxon:383021
GCA_038166105.1	CY017288	H3N2	3	Human	taxon:383021
GCA_038166105.1	CY017283	H3N2	4	Human	taxon:383021
GCA_038166105.1	CY017286	H3N2	5	Human	taxon:383021
GCA_038166105.1	CY017285	H3N2	6	Human	taxon:383021
GCA_038166105.1	CY017284	H3N2	7	Human	taxon:383021
GCA_038166105.1	CY017287	H3N2	8	Human	taxon:383021
GCA_038166445.1	CY012487	H3N2	1	Human	taxon:383007
GCA_038166445.1	CY012486	H3N2	2	Human	taxon:383007
GCA_038166445.1	CY012485	H3N2	3	Human	taxon:383007
GCA_038166445.1	CY012480	H3N2	4	Human	taxon:383007
GCA_038166445.1	CY012483	H3N2	5	Human	taxon:383007
GCA_038166445.1	CY012482	H3N2	6	Human	taxon:383007
GCA_038166445.1	CY012481	H3N2	7	Human	taxon:383007
GCA_038166445.1	CY012484	H3N2	8	Human	taxon:383007
GCA_038239715.1	CY007362	H3N2	1	human	taxon:353348
GCA_038239715.1	CY007361	H3N2	2	human	taxon:353348
GCA_038239715.1	CY007360	H3N2	3	human	taxon:353348
GCA_038239715.1	CY007355	H3N2	4	human	taxon:353348
GCA_038239715.1	CY007358	H3N2	5	human	taxon:353348
GCA_038239715.1	CY007357	H3N2	6	human	taxon:353348
GCA_038239715.1	CY007356	H3N2	7	Homo sapiens	taxon:353348
GCA_038239715.1	CY007359	H3N2	8	human	taxon:353348
GCA_038239745.1	CY018908	H7N3	1	Blue-winged Teal	taxon:378155
GCA_038239745.1	CY018907	H7N3	2	Blue-winged Teal	taxon:378155
GCA_038239745.1	CY018906	H7N3	3	Blue-winged Teal	taxon:378155
GCA_038239745.1	CY018901	H7N3	4	Blue-winged Teal	taxon:378155
GCA_038239745.1	CY018904	H7N3	5	Blue-winged Teal	taxon:378155
GCA_038239745.1	CY018903	H7N3	6	Blue-winged Teal	taxon:378155
GCA_038239745.1	CY018902	H7N3	7	Blue-winged Teal	taxon:378155
GCA_038239745.1	CY018905	H7N3	8	Blue-winged Teal	taxon:378155
GCA_038190625.1	CY009419	H3N2	1	Human	taxon:363104
GCA_038190625.1	CY009418	H3N2	2	Human	taxon:363104
GCA_038190625.1	CY009417	H3N2	3	Human	taxon:363104
GCA_038190625.1	CY009412	H3N2	4	Human	taxon:363104
GCA_038190625.1	CY009415	H3N2	5	Human	taxon:363104
GCA_038190625.1	CY009414	H3N2	6	Human	taxon:363104
GCA_038190625.1	CY009413	H3N2	7	Homo sapiens	taxon:363104
GCA_038190625.1	CY009416	H3N2	8	Human	taxon:363104
GCA_038239965.1	CY007466	H3N2	1	human	taxon:353361
GCA_038239965.1	CY007465	H3N2	2	human	taxon:353361
GCA_038239965.1	CY007464	H3N2	3	human	taxon:353361
GCA_038239965.1	CY007459	H3N2	4	human	taxon:353361
GCA_038239965.1	CY007462	H3N2	5	human	taxon:353361
GCA_038239965.1	CY007461	H3N2	6	human	taxon:353361
GCA_038239965.1	CY007460	H3N2	7	human	taxon:353361
GCA_038239965.1	CY007463	H3N2	8	human	taxon:353361
GCA_038240105.1	CY007434	H3N2	1	human	taxon:353357
GCA_038240105.1	CY007433	H3N2	2	human	taxon:353357
GCA_038240105.1	CY007432	H3N2	3	human	taxon:353357
GCA_038240105.1	CY007427	H3N2	4	human	taxon:353357
GCA_038240105.1	CY007430	H3N2	5	human	taxon:353357
GCA_038240105.1	CY007429	H3N2	6	human	taxon:353357
GCA_038240105.1	CY007428	H3N2	7	Homo sapiens	taxon:353357
GCA_038240105.1	CY007431	H3N2	8	human	taxon:353357
GCA_038166025.1	CY012247	H3N2	1	Human	taxon:383016
GCA_038166025.1	CY012246	H3N2	2	Human	taxon:383016
GCA_038166025.1	CY012245	H3N2	3	Human	taxon:383016
GCA_038166025.1	CY012240	H3N2	4	Human	taxon:383016
GCA_038166025.1	CY012243	H3N2	5	Human	taxon:383016
GCA_038166025.1	CY012242	H3N2	6	Human	taxon:383016
GCA_038166025.1	CY012241	H3N2	7	Homo sapiens	taxon:383016
GCA_038166025.1	CY012244	H3N2	8	Human	taxon:383016
GCA_038240275.1	CY007394	H3N2	1	human	taxon:353352
GCA_038240275.1	CY007393	H3N2	2	human	taxon:353352
GCA_038240275.1	CY007392	H3N2	3	human	taxon:353352
GCA_038240275.1	CY007387	H3N2	4	human	taxon:353352
GCA_038240275.1	CY007390	H3N2	5	human	taxon:353352
GCA_038240275.1	CY007389	H3N2	6	human	taxon:353352
GCA_038240275.1	CY007388	H3N2	7	human	taxon:353352
GCA_038240275.1	CY007391	H3N2	8	human	taxon:353352
GCA_038164565.1	CY013342	H3N2	1	Human	taxon:383072
GCA_038164565.1	CY013341	H3N2	2	Human	taxon:383072
GCA_038164565.1	CY013340	H3N2	3	Human	taxon:383072
GCA_038164565.1	CY013335	H3N2	4	Human	taxon:383072
GCA_038164565.1	CY013338	H3N2	5	Human	taxon:383072
GCA_038164565.1	CY013337	H3N2	6	Homo sapiens	taxon:383072
GCA_038164565.1	CY013336	H3N2	7	Human	taxon:383072
GCA_038164565.1	CY013339	H3N2	8	Human	taxon:383072
GCA_038240365.1	CY007474	H1N1	1	human	taxon:353362
GCA_038240365.1	CY007473	H1N1	2	human	taxon:353362
GCA_038240365.1	CY007472	H1N1	3	human	taxon:353362
GCA_038240365.1	CY007467	H1N1	4	human	taxon:353362
GCA_038240365.1	CY007470	H1N1	5	human	taxon:353362
GCA_038240365.1	CY007469	H1N1	6	human	taxon:353362
GCA_038240365.1	CY007468	H1N1	7	human	taxon:353362
GCA_038240365.1	CY007471	H1N1	8	human	taxon:353362
GCA_038240485.1	CY007322	H3N2	1	human	taxon:353343
GCA_038240485.1	CY007321	H3N2	2	human	taxon:353343
GCA_038240485.1	CY007320	H3N2	3	human	taxon:353343
GCA_038240485.1	CY007315	H3N2	4	human	taxon:353343
GCA_038240485.1	CY007318	H3N2	5	human	taxon:353343
GCA_038240485.1	CY007317	H3N2	6	human	taxon:353343
GCA_038240485.1	CY007316	H3N2	7	Homo sapiens	taxon:353343
GCA_038240485.1	CY007319	H3N2	8	human	taxon:353343
GCA_038184705.1	CY024701	H9N2	1	chicken	taxon:456707
GCA_038184705.1	CY024702	H9N2	2	chicken	taxon:456707
GCA_038184705.1	CY024703	H9N2	3	chicken	taxon:456707
GCA_038184705.1	CY024704	H9N2	4	chicken	taxon:456707
GCA_038184705.1	CY024705	H9N2	5	chicken	taxon:456707
GCA_038184705.1	CY024706	H9N2	6	chicken	taxon:456707
GCA_038184705.1	CY024707	H9N2	7	chicken	taxon:456707
GCA_038184705.1	CY024708	H9N2	8	chicken	taxon:456707
GCA_038207705.1	CY023989	H9N2	1	duck	taxon:456811
GCA_038207705.1	CY023990	H9N2	2	duck	taxon:456811
GCA_038207705.1	CY023991	H9N2	3	duck	taxon:456811
GCA_038207705.1	CY023992	H9N2	4	duck	taxon:456811
GCA_038207705.1	CY023993	H9N2	5	duck	taxon:456811
GCA_038207705.1	CY023994	H9N2	6	duck	taxon:456811
GCA_038207705.1	CY023995	H9N2	7	duck	taxon:456811
GCA_038207705.1	CY023996	H9N2	8	duck	taxon:456811
GCA_038207535.1	HM145651	H6N2	1	duck	taxon:759539
GCA_038207535.1	HM145482	H6N2	2	duck	taxon:759539
GCA_038207535.1	HM145313	H6N2	3	duck	taxon:759539
GCA_038207535.1	HM144467	H6N2	4	duck	taxon:759539
GCA_038207535.1	HM145144	H6N2	5	duck	taxon:759539
GCA_038207535.1	HM144637	H6N2	6	duck	taxon:759539
GCA_038207535.1	HM144806	H6N2	7	duck	taxon:759539
GCA_038207535.1	HM144975	H6N2	8	duck	taxon:759539
GCA_038164085.1	CY015547	H3N2	1	Human	taxon:383078
GCA_038164085.1	CY015546	H3N2	2	Human	taxon:383078
GCA_038164085.1	CY015545	H3N2	3	Human	taxon:383078
GCA_038164085.1	CY015540	H3N2	4	Human	taxon:383078
GCA_038164085.1	CY015543	H3N2	5	Human	taxon:383078
GCA_038164085.1	CY015542	H3N2	6	Human	taxon:383078
GCA_038164085.1	CY015541	H3N2	7	Human	taxon:383078
GCA_038164085.1	CY015544	H3N2	8	Human	taxon:383078
GCA_038184245.1	CY029004	H5N1	1	chicken	taxon:496743
GCA_038184245.1	CY029005	H5N1	2	chicken	taxon:496743
GCA_038184245.1	CY029006	H5N1	3	chicken	taxon:496743
GCA_038184245.1	CY028925	H5N1	4	chicken	taxon:496743
GCA_038184245.1	CY029007	H5N1	5	chicken	taxon:496743
GCA_038184245.1	CY029008	H5N1	6	chicken	taxon:496743
GCA_038184245.1	CY029009	H5N1	7	chicken	taxon:496743
GCA_038184245.1	CY029010	H5N1	8	chicken	taxon:496743
GCA_038163975.1	CY012271	H3N2	1	Human	taxon:383063
GCA_038163975.1	CY012270	H3N2	2	Human	taxon:383063
GCA_038163975.1	CY012269	H3N2	3	Human	taxon:383063
GCA_038163975.1	CY012264	H3N2	4	Human	taxon:383063
GCA_038163975.1	CY012267	H3N2	5	Human	taxon:383063
GCA_038163975.1	CY012266	H3N2	6	Human	taxon:383063
GCA_038163975.1	CY012265	H3N2	7	Homo sapiens	taxon:383063
GCA_038163975.1	CY012268	H3N2	8	Human	taxon:383063
GCA_038163735.1	CY012535	H3N2	1	Human	taxon:383046
GCA_038163735.1	CY012534	H3N2	2	Human	taxon:383046
GCA_038163735.1	CY012533	H3N2	3	Human	taxon:383046
GCA_038163735.1	CY012528	H3N2	4	Human	taxon:383046
GCA_038163735.1	CY012531	H3N2	5	Human	taxon:383046
GCA_038163735.1	CY012530	H3N2	6	Human	taxon:383046
GCA_038163735.1	CY012529	H3N2	7	Homo sapiens	taxon:383046
GCA_038163735.1	CY012532	H3N2	8	Human	taxon:383046
GCA_038163825.1	CY011391	H3N2	1	Human	taxon:383073
GCA_038163825.1	CY011390	H3N2	2	Human	taxon:383073
GCA_038163825.1	CY011389	H3N2	3	Human	taxon:383073
GCA_038163825.1	CY011384	H3N2	4	Human	taxon:383073
GCA_038163825.1	CY011387	H3N2	5	Human	taxon:383073
GCA_038163825.1	CY011386	H3N2	6	Human	taxon:383073
GCA_038163825.1	CY011385	H3N2	7	Homo sapiens	taxon:383073
GCA_038163825.1	CY011388	H3N2	8	Human	taxon:383073
GCA_038241615.1	CY096850	H3N2	1	Human; gender M; age 56Y	taxon:353366
GCA_038241615.1	CY096849	H3N2	2	Human; gender M; age 56Y	taxon:353366
GCA_038241615.1	CY096848	H3N2	3	Human; gender M; age 56Y	taxon:353366
GCA_038241615.1	CY096843	H3N2	4	Human; gender M; age 56Y	taxon:353366
GCA_038241615.1	CY096846	H3N2	5	Human; gender M; age 56Y	taxon:353366
GCA_038241615.1	CY096845	H3N2	6	Human; gender M; age 56Y	taxon:353366
GCA_038241615.1	CY096844	H3N2	7	Human; gender M; age 56Y	taxon:353366
GCA_038241615.1	CY096847	H3N2	8	Human; gender M; age 56Y	taxon:353366
GCA_038206665.1	HM145660	H6N2	1	duck	taxon:759504
GCA_038206665.1	HM145491	H6N2	2	duck	taxon:759504
GCA_038206665.1	HM145322	H6N2	3	duck	taxon:759504
GCA_038206665.1	HM144476	H6N2	4	duck	taxon:759504
GCA_038206665.1	HM145153	H6N2	5	duck	taxon:759504
GCA_038206665.1	HM144646	H6N2	6	duck	taxon:759504
GCA_038206665.1	HM144815	H6N2	7	duck	taxon:759504
GCA_038206665.1	HM144984	H6N2	8	duck	taxon:759504
GCA_038183405.1	DQ485213	H9N2	1	chicken	taxon:384600
GCA_038183405.1	DQ485214	H9N2	2	chicken	taxon:384600
GCA_038183405.1	DQ485215	H9N2	3	chicken	taxon:384600
GCA_038183405.1	DQ485216	H9N2	4	chicken	taxon:384600
GCA_038183405.1	DQ485217	H9N2	5	chicken	taxon:384600
GCA_038183405.1	DQ485218	H9N2	6	chicken	taxon:384600
GCA_038183405.1	DQ485219	H9N2	7	chicken	taxon:384600
GCA_038183405.1	DQ485220	H9N2	8	chicken	taxon:384600
GCA_038162725.1	CY013215	H3N2	1	Human	taxon:385725
GCA_038162725.1	CY013214	H3N2	2	Human	taxon:385725
GCA_038162725.1	CY013213	H3N2	3	Human	taxon:385725
GCA_038162725.1	CY013208	H3N2	4	Human	taxon:385725
GCA_038162725.1	CY013211	H3N2	5	Human	taxon:385725
GCA_038162725.1	CY013210	H3N2	6	Human	taxon:385725
GCA_038162725.1	CY013209	H3N2	7	Human	taxon:385725
GCA_038162725.1	CY013212	H3N2	8	Human	taxon:385725
GCA_038204095.1	CY053844	H3N8	1	green-winged teal	taxon:370171
GCA_038204095.1	CY053843	H3N8	2	green-winged teal	taxon:370171
GCA_038204095.1	CY053842	H3N8	3	green-winged teal	taxon:370171
GCA_038204095.1	CY053837	H3N8	4	green-winged teal	taxon:370171
GCA_038204095.1	CY053840	H3N8	5	green-winged teal	taxon:370171
GCA_038204095.1	CY053839	H3N8	6	green-winged teal	taxon:370171
GCA_038204095.1	CY053838	H3N8	7	green-winged teal	taxon:370171
GCA_038204095.1	CY053841	H3N8	8	green-winged teal	taxon:370171
GCA_038183315.1	EU753319	H9N2	1	chicken	taxon:535215
GCA_038183315.1	EU753320	H9N2	2	chicken	taxon:535215
GCA_038183315.1	EU753321	H9N2	3	chicken	taxon:535215
GCA_038183315.1	EU753322	H9N2	4	chicken	taxon:535215
GCA_038183315.1	EU753323	H9N2	5	chicken	taxon:535215
GCA_038183315.1	EU753324	H9N2	6	chicken	taxon:535215
GCA_038183315.1	EU753325	H9N2	7	chicken	taxon:535215
GCA_038183315.1	EU753326	H9N2	8	chicken	taxon:535215
GCA_038162595.1	CY013724	H3N2	1	Human	taxon:385731
GCA_038162595.1	CY013723	H3N2	2	Human	taxon:385731
GCA_038162595.1	CY013722	H3N2	3	Human	taxon:385731
GCA_038162595.1	CY013717	H3N2	4	Human	taxon:385731
GCA_038162595.1	CY013720	H3N2	5	Human	taxon:385731
GCA_038162595.1	CY013719	H3N2	6	Human	taxon:385731
GCA_038162595.1	CY013718	H3N2	7	Human	taxon:385731
GCA_038162595.1	CY013721	H3N2	8	Human	taxon:385731
GCA_038157885.1	CY114460	H3N2	1	human	taxon:1118205
GCA_038157885.1	CY114459	H3N2	2	human	taxon:1118205
GCA_038157885.1	CY114458	H3N2	3	human	taxon:1118205
GCA_038157885.1	CY114453	H3N2	4	human	taxon:1118205
GCA_038157885.1	CY114456	H3N2	5	human	taxon:1118205
GCA_038157885.1	CY114455	H3N2	6	human	taxon:1118205
GCA_038157885.1	CY114454	H3N2	7	human	taxon:1118205
GCA_038157885.1	CY114457	H3N2	8	human	taxon:1118205
GCA_038162025.1	CY013644	H3N2	1	Human	taxon:385712
GCA_038162025.1	CY013643	H3N2	2	Human	taxon:385712
GCA_038162025.1	CY013642	H3N2	3	Human	taxon:385712
GCA_038162025.1	CY013637	H3N2	4	Human	taxon:385712
GCA_038162025.1	CY013640	H3N2	5	Human	taxon:385712
GCA_038162025.1	CY013639	H3N2	6	Human	taxon:385712
GCA_038162025.1	CY013638	H3N2	7	Human	taxon:385712
GCA_038162025.1	CY013641	H3N2	8	Human	taxon:385712
GCA_038184995.1	HM145588	H6N2	1	duck	taxon:759532
GCA_038184995.1	HM145419	H6N2	2	duck	taxon:759532
GCA_038184995.1	HM145250	H6N2	3	duck	taxon:759532
GCA_038184995.1	HM144404	H6N2	4	duck	taxon:759532
GCA_038184995.1	HM145081	H6N2	5	duck	taxon:759532
GCA_038184995.1	HM144574	H6N2	6	duck	taxon:759532
GCA_038184995.1	HM144744	H6N2	7	duck	taxon:759532
GCA_038184995.1	HM144912	H6N2	8	duck	taxon:759532
GCA_038185015.1	CY029053	H5N1	1	goose	taxon:496789
GCA_038185015.1	CY029054	H5N1	2	goose	taxon:496789
GCA_038185015.1	CY029055	H5N1	3	goose	taxon:496789
GCA_038185015.1	CY028932	H5N1	4	goose	taxon:496789
GCA_038185015.1	CY029056	H5N1	5	goose	taxon:496789
GCA_038185015.1	CY029057	H5N1	6	goose	taxon:496789
GCA_038185015.1	CY029058	H5N1	7	goose	taxon:496789
GCA_038185015.1	CY029059	H5N1	8	goose	taxon:496789
GCA_038283385.1	CY184148	H5N2	1	mallard; gender M; age Hatch year	taxon:1476315
GCA_038283385.1	CY184147	H5N2	2	mallard; gender M; age Hatch year	taxon:1476315
GCA_038283385.1	CY184146	H5N2	3	mallard; gender M; age Hatch year	taxon:1476315
GCA_038283385.1	CY184141	H5N2	4	mallard; gender M; age Hatch year	taxon:1476315
GCA_038283385.1	CY184144	H5N2	5	mallard; gender M; age Hatch year	taxon:1476315
GCA_038283385.1	CY184143	H5N2	6	mallard; gender M; age Hatch year	taxon:1476315
GCA_038283385.1	CY184142	H5N2	7	mallard; gender M; age Hatch year	taxon:1476315
GCA_038283385.1	CY184145	H5N2	8	mallard; gender M; age Hatch year	taxon:1476315
GCA_038184735.1	HM145605	H6N2	1	duck	taxon:759513
GCA_038184735.1	HM145436	H6N2	2	duck	taxon:759513
GCA_038184735.1	HM145267	H6N2	3	duck	taxon:759513
GCA_038184735.1	HM144421	H6N2	4	duck	taxon:759513
GCA_038184735.1	HM145098	H6N2	5	duck	taxon:759513
GCA_038184735.1	HM144591	H6N2	6	duck	taxon:759513
GCA_038184735.1	HM144761	H6N2	7	duck	taxon:759513
GCA_038184735.1	HM144929	H6N2	8	duck	taxon:759513
GCA_038282315.1	CY164898	H4N6	1	mallard; gender M; age Hatch year	taxon:1455441
GCA_038282315.1	CY164897	H4N6	2	mallard; gender M; age Hatch year	taxon:1455441
GCA_038282315.1	CY164896	H4N6	3	mallard; gender M; age Hatch year	taxon:1455441
GCA_038282315.1	CY164891	H4N6	4	mallard; gender M; age Hatch year	taxon:1455441
GCA_038282315.1	CY164894	H4N6	5	mallard; gender M; age Hatch year	taxon:1455441
GCA_038282315.1	CY164893	H4N6	6	mallard; gender M; age Hatch year	taxon:1455441
GCA_038282315.1	CY164892	H4N6	7	mallard; gender M; age Hatch year	taxon:1455441
GCA_038282315.1	CY164895	H4N6	8	mallard; gender M; age Hatch year	taxon:1455441
GCA_038282955.1	CY164829	H4N6	1	mallard; gender M; age Hatch year	taxon:1455435
GCA_038282955.1	CY164828	H4N6	2	mallard; gender M; age Hatch year	taxon:1455435
GCA_038282955.1	CY164827	H4N6	3	mallard; gender M; age Hatch year	taxon:1455435
GCA_038282955.1	CY164822	H4N6	4	mallard; gender M; age Hatch year	taxon:1455435
GCA_038282955.1	CY164825	H4N6	5	mallard; gender M; age Hatch year	taxon:1455435
GCA_038282955.1	CY164824	H4N6	6	mallard; gender M; age Hatch year	taxon:1455435
GCA_038282955.1	CY164823	H4N6	7	mallard; gender M; age Hatch year	taxon:1455435
GCA_038282955.1	CY164826	H4N6	8	mallard; gender M; age Hatch year	taxon:1455435
GCA_038283125.1	CY121934	H2N2	1	mallard	taxon:1202566
GCA_038283125.1	CY121933	H2N2	2	mallard	taxon:1202566
GCA_038283125.1	CY121932	H2N2	3	mallard	taxon:1202566
GCA_038283125.1	CY121927	H2N2	4	mallard	taxon:1202566
GCA_038283125.1	CY121930	H2N2	5	mallard	taxon:1202566
GCA_038283125.1	CY121929	H2N2	6	mallard	taxon:1202566
GCA_038283125.1	CY121928	H2N2	7	mallard	taxon:1202566
GCA_038283125.1	CY121931	H2N2	8	mallard	taxon:1202566
GCA_038281815.1	CY164728	H4N6	1	mallard; gender F; age Hatch year	taxon:1455426
GCA_038281815.1	CY164727	H4N6	2	mallard; gender F; age Hatch year	taxon:1455426
GCA_038281815.1	CY164726	H4N6	3	mallard; gender F; age Hatch year	taxon:1455426
GCA_038281815.1	CY164721	H4N6	4	mallard; gender F; age Hatch year	taxon:1455426
GCA_038281815.1	CY164724	H4N6	5	mallard; gender F; age Hatch year	taxon:1455426
GCA_038281815.1	CY164723	H4N6	6	mallard; gender F; age Hatch year	taxon:1455426
GCA_038281815.1	CY164722	H4N6	7	mallard; gender F; age Hatch year	taxon:1455426
GCA_038281815.1	CY164725	H4N6	8	mallard; gender F; age Hatch year	taxon:1455426
GCA_038178495.1	CY117218	H2N9	1	duck	taxon:215849
GCA_038178495.1	CY117217	H2N9	2	duck	taxon:215849
GCA_038178495.1	CY117216	H2N9	3	duck	taxon:215849
GCA_038178495.1	CY117211	H2N9	4	duck	taxon:215849
GCA_038178495.1	CY117214	H2N9	5	duck	taxon:215849
GCA_038178495.1	CY117213	H2N9	6	duck	taxon:215849
GCA_038178495.1	CY117212	H2N9	7	duck	taxon:215849
GCA_038178495.1	CY117215	H2N9	8	duck	taxon:215849
GCA_038277475.1	CY047623	H4N6	1	Mallard	taxon:574149
GCA_038277475.1	CY047622	H4N6	2	Mallard	taxon:574149
GCA_038277475.1	CY047621	H4N6	3	Mallard	taxon:574149
GCA_038277475.1	CY047616	H4N6	4	Mallard	taxon:574149
GCA_038277475.1	CY047619	H4N6	5	Mallard	taxon:574149
GCA_038277475.1	CY047618	H4N6	6	Mallard	taxon:574149
GCA_038277475.1	CY047617	H4N6	7	Mallard	taxon:574149
GCA_038277475.1	CY047620	H4N6	8	Mallard	taxon:574149
GCA_038278625.1	CY095417	H3N2	1	Mallard; gender M; age Hatch Year	taxon:642004
GCA_038278625.1	CY095416	H3N2	2	Mallard; gender M; age Hatch Year	taxon:642004
GCA_038278625.1	CY095415	H3N2	3	Mallard; gender M; age Hatch Year	taxon:642004
